Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
ESSUIT TOUT JUMBO,101.0,PC (1 KG),Hygiène,mercredi,2024-09,A,27,157.0
FANTA PET 30CL,238.0,PC (1 PQT),Eaux et Sodas,mercredi,2024-09,B,27,312.0
FARINE EN PAQUET,221.0,PC (1 KG),Epicerie,mercredi,2024-09,A,27,252.0
FILM ETIRABLE 725GR,29.0,PC (1 GR),Consommable,mercredi,2024-09,A,27,38.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,112.0,SCH (2.5 KG),Legumes Surgelés,jeudi,2024-09,A,27,290.0
FRITE SURGELE WEDGES 2.5 KG,4.0,KG (2.5 KG),Legumes Surgelés,vendredi,2024-09,B,27,90.0
FROMAGE BUCHE BLANCHE CHEVRE KG,2.0,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-09,B,27,5.0
FROMAGE CHEDDAR EN BLOC,28.0,KG,Beurre Oeuf Fromage,jeudi,2024-09,A,27,65.0
FROMAGE EDAM MEULE,12.614,KG,Beurre Oeuf Fromage,jeudi,2024-09,B,27,35.622
FROMAGE GORGONZELA,1.65,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,27,13.0
FROMAGE GOUTA,16.0,KG,Beurre Oeuf Fromage,mercredi,2024-09,C,27,16.0
FROMAGE LAND OR,7.3,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,27,25.4
FROMAGE MAASDAM EN BLOC PB,33.0,KG,Beurre Oeuf Fromage,jeudi,2024-09,A,27,65.5
FROMAGE MEULE GOUDA KG,16.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-09,A,27,32.932
FROMAGE MOZZARELLA  KG,77.0,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-09,A,27,176.93
FROMAGE PARMESAN PB,2.2,KG (0.2 KG),Beurre Oeuf Fromage,jeudi,2024-09,A,27,3.8
FUT HEINEKEIN,20.0,PC (1 L),Alcools,jeudi,2024-09,B,27,240.0
GARCI GAZ P.E.T 1 L,344.0,L (1 GR),Eaux et Sodas,mercredi,2024-09,A,27,344.0
GEL ANTIBAC 500,1.0,POT (1 PQT),Hygiène,vendredi,2024-09,D,27,6.0
GRENAD,40.3,KG (1 KG),Jus Fruit Lait,samedi,2024-09,B,27,69.1
HARISSA 5/2,34.0,BOTTE (1 BTE),Epicerie,mercredi,2024-09,A,27,53.0
HARISSA ARBI,2.0,KG (1 KG),Epicerie,vendredi,2024-09,A,27,23.0
HUILE D'OLIVE POMACE,23.75,L,Epicerie,mercredi,2024-09,B,27,28.5
HUILE VEGETALE,50.0,BIDON (5 L),Epicerie,mercredi,2024-09,A,27,67.0
JAMBON DE BOEUF FUME,10.95,KG (1 KG),Charcuterie,mercredi,2024-09,A,27,18.1
JAMBON DE DINDE,7.4,PC (1 KG),Charcuterie,jeudi,2024-09,A,27,34.15
JEX CARRE,57.0,PC (1 PC),Hygiène,mercredi,2024-09,A,27,180.0
JOUR ET NUIT BLANC 1/2,24.0,PC (1 PC),Alcools,mercredi,2024-09,C,27,52.0
JOUR ET NUIT ROSE 1/2,24.0,PC (1 PC),Alcools,mercredi,2024-09,B,27,52.0
KETCHUP BIDON 5L,16.0,PC (1 KG),Epicerie,mercredi,2024-09,B,27,35.0
KINDER BUENO,90.0,PC (1 PC),Epicerie,mercredi,2024-09,A,27,300.0
KINDER T4,60.0,PC (1 PC),Epicerie,mercredi,2024-09,B,27,180.0
LAVETTE COTON,96.0,PC (1 PC),Hygiène,mercredi,2024-09,A,27,149.0
LEVURE BOULANGERE NORMALE,7.0,PC (1 PC),Boulangerie_R,jeudi,2024-09,B,27,34.0
LEVURE CHIMIQUE,1.0,PC (1 PC),Pâtisseries,mercredi,2024-09,D,27,3.0
LOT CAFE GRAIN ESPRESSO ELITE 3,33.0,PC (1 KG),Cafe,mercredi,2024-09,A,27,128.0
LOT CAFE GRAINS  PUR EXPRESS,63.0,KG,Cafe,jeudi,2024-09,A,27,73.0
LOT DE CAFE TURC,3.0,PC (1 KG),Cafe,mardi,2024-09,D,27,3.0
MAIS EN BOITE,68.025,BTE (340 GR),Epicerie,mercredi,2024-09,A,27,92.0
MAIS EN VRAC,2.0,PC (1 KG),Legumes Frais,vendredi,2024-09,C,27,9.0
MANGUE,3.0,PC,Fruits & Legumes Frais,jeudi,2024-09,A,27,39.0
MARINADE EMINCE DE BOEUF 2KG,7.0,KG (1 KG),Epicerie,jeudi,2024-09,B,27,10.0
MARINADE POULET GRILLE 2KG PB,24.0,PC (1 KG),Volaille Surgelée,jeudi,2024-09,A,27,36.0
MAYO 5L DEJ,36.0,KG (5000 GR),Beurre Oeuf Fromage,mercredi,2024-09,A,27,170.0
MELANGE TENDER 2KG PB,8.0,KG (1 KG),Epicerie,jeudi,2024-09,B,27,13.0
MELON,25.65,PC (1 KG),Fruits & Legumes Frais,mercredi,2024-09,B,27,60.8
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,dimanche,2024-09,D,27,80.0
MENTOS ROLLS STRAWBERRY,40.0,PC (1 PC),Epicerie,dimanche,2024-09,D,27,80.0
MIEL DOUX & FRAIS,4.0,PC (1 PC),Epicerie,mercredi,2024-09,C,27,11.0
MIX A CREPE FRANCAISE,80.0,SAC (1 SAC),Pâtisseries,mercredi,2024-09,B,27,150.0
MOELLEUX CHOCOLAT,36.0,PC (1 PC),Viennoiserie,jeudi,2024-09,C,27,108.0
MOUTARDE DIJON 840 GR,6.0,BTE (840 GR),Epicerie,samedi,2024-09,B,27,25.0
MOZARELLA BOCCONCINI,4.0,PC (200 GR),Beurre Oeuf Fromage,samedi,2024-09,D,27,23.0
NAPPAGE,14.0,PC,Pâtisseries,jeudi,2024-09,C,27,14.0
NOIX DE CAJOU GRILLES SALEES 65GR,12.0,PC (1 PC),Fruits Secs,mercredi,2024-09,B,27,96.0
NUGGETS PANE PB,50.0,PC (1 PC),Volaille Surgelée,vendredi,2024-09,A,27,275.0
NUTELLA & GO 52 GR,24.0,PC (1 PC),Epicerie,lundi,2024-09,C,27,192.0
OEUFS,63.0,PC (30 PC),Beurre Oeuf Fromage,mercredi,2024-09,A,27,83.0
OIGNONS ROUGE,91.25,KG (1 KG),Legumes Frais,jeudi,2024-09,A,27,119.4
OLIVE DENOYETE,20.0,KG (1 KG),Legumes Frais,vendredi,2024-09,B,27,35.0
OLIVE NOIRE SLICE,6.0,KG (1 KG),Legumes Frais,lundi,2024-09,B,27,35.0
OLIVE VIOLETTE,9.0,KG,Legumes Frais,vendredi,2024-09,C,27,14.0
PACK FOOD BOWL + COUVERCLE 1.2 L,75.0,PC,Consommable,lundi,2024-09,B,27,175.0
PAILLE NOIR,11.0,PQT (250 PC),Consommable,mercredi,2024-09,A,27,39.0
PAIN CHAWARMA *10,82.0,PQT (10 PC),Boulangerie_R,mercredi,2024-09,A,27,115.0
PAIN DE MIE CEREALE,78.0,PC (1 PC),Boulangerie_R,samedi,2024-09,B,27,130.0
PAIN DE MIE NATURE,78.0,PC (1 PC),Boulangerie_R,samedi,2024-09,B,27,130.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,375.0,PC (1 PC),Viennoiserie,vendredi,2024-09,B,27,1200.0
PAIN SHNEK AU RAISIN MARGARINE,400.0,PC (1 KG),Pâtisseries,vendredi,2024-09,C,27,700.0
PAPIER ALUM DE 100,2.0,PC (1 PC),Consommable,samedi,2024-09,B,27,9.0
PAPIER CUISSON 40*60,2.0,PC (500 PC),Consommable,lundi,2024-09,C,27,4.0
PAPIER SERVIETTE GOURMANDISE,80.0,PC (1 PC),Consommable,mercredi,2024-09,B,27,128.0
PAPRIKA DOUX,1.0,KG,Fruits & Legumes Frais,mercredi,2024-09,C,27,3.0
PAPRIKA FORT,1.0,KG (1 KG),Epicerie,jeudi,2024-09,C,27,3.0
PAQUET 17/4,100.0,PC,Consommable,mercredi,2024-09,C,27,300.0
PATE PIZZA FOCACCIA 12/40,60.0,PC (1 PC),Boulangerie_R,vendredi,2024-09,A,27,170.0
PATE PLUME COURTE,12.0,PC (1 KG),Epicerie,vendredi,2024-09,B,27,58.0
PATE SPAGHETTI,18.0,PC (1 PC),Epicerie,jeudi,2024-09,B,27,74.0
PECHES,4.6,KG (1 KG),Fruits & Legumes Frais,mercredi,2024-09,A,27,27.5
PEPITTE DE DECORATION NOIRE KG,4.7,KG (1000 GR),Epicerie,jeudi,2024-09,D,27,8.5
PEPPERONI,1.2,KG (1 KG),Charcuterie,vendredi,2024-09,A,27,4.8
PIECE RONDE BOEUF,10.0,KG (1 KG),Viandes Surgelées,mardi,2024-09,D,27,24.200000000000003
PIMENT DOUX,39.7,KG (1 KG),Legumes Frais,vendredi,2024-09,A,27,97.3
PIMENT FORT,41.65,KG (1 KG),Legumes Frais,mercredi,2024-09,A,27,78.95
PIMENT ROUGE SALLE,3.0,KG,Legumes Frais,mercredi,2024-09,B,27,20.0
PISTACHE CONCASSEE,1.0,PC (1000 GR),Fruits Secs,mercredi,2024-09,C,27,4.0
POIS CHICHE KG,2.0,PC (1 PC),Legumes Secs,mardi,2024-09,C,27,8.0
POIVRE NOIR MOULU,2.0,PC (1 KG),Epicerie,mercredi,2024-09,B,27,3.0
POMME DE TERRE,208.55,KG (1 KG),Legumes Frais,mercredi,2024-09,A,27,292.25
POUDRE TENDERS PB,35.0,KG (1 KG),Volaille Surgelée,jeudi,2024-09,B,27,42.0
POULET PANE AMANDE PB,5.0,PQT (40 PC),Volaille Surgelée,vendredi,2024-09,A,27,350.0
QUATRE EPICES MOULU,1.0,PC (1 KG),Epicerie,vendredi,2024-09,C,27,3.0
RAISIN NOIR,27.8,KG (1 KG),Fruits & Legumes Frais,mercredi,2024-09,A,27,38.1
RAISINS JAUNE,10.4,KG (1 KG),Fruits & Legumes Frais,mercredi,2024-09,B,27,23.0
RAME PAPIER A4,8.0,PC (1 PC),Fournitures de Bureau,vendredi,2024-09,B,27,23.0
REMANENT HERBE CF,4.0,PC (1 PC),Hygiène,mercredi,2024-09,B,27,10.0
RIZ EN PAQUET,2.0,PC,Epicerie,mardi,2024-09,C,27,35.0
ROULEAU CAISSE 80*80,150.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-09,A,27,205.0
ROULEAU TPE,161.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-09,A,27,286.0
SACHET CONGELATION,4.0,PC (1 KG),Consommable,mercredi,2024-09,D,27,10.0
SALADE LAITUE TUN,260.35,KG (1 KG),Legumes Frais,mercredi,2024-09,A,27,393.7
SANEX,61.0,PC (1 PC),Hygiène,mercredi,2024-09,A,27,100.0
SANIT SURF,44.0,PC (1 PC),Hygiène,mercredi,2024-09,A,27,51.0
SAUCE A L'AIL,3.0,PC,Epicerie,samedi,2024-09,B,27,12.0
SAUCE A L'AIL PB,8.0,L (1 KG),Epicerie,jeudi,2024-09,A,27,11.0
SAUCE AU POIVRE SAC 500GR PB,2.0,KG (1 SAC),Epicerie,jeudi,2024-09,B,27,5.0
SAUCE BARBECUE PB,10.0,KG,Epicerie,jeudi,2024-09,D,27,15.0
SAUCE MAYONNAISE PESTO PB,8.0,L (1 L),Epicerie,jeudi,2024-09,A,27,11.0
SAUCE PESTO PB,4.0,KG (1 KG),Epicerie,jeudi,2024-09,A,27,5.0
SERPILLERE,70.0,PC,Hygiène,mercredi,2024-09,A,27,122.0
SIROP DE NOISETTES GRILLEES 70CL MONIN,1.0,PC (700 ML),Pâtisseries,vendredi,2024-09,D,27,2.0
SQUEEZE CREME  CHEDDAR 450GR,20.0,BTL (450 GR),Beurre Oeuf Fromage,samedi,2024-09,D,27,27.0
SUCRE EN SACHET CI-GUSTA,30.0,PC (1 PC),Cafe,jeudi,2024-09,B,27,120.0
SUCRE EN SACHET DAILY BREAK,230.0,PC (1 KG),Cafe,mercredi,2024-09,A,27,230.0
THON EN BOITES,94.0,BTE (2.05 KG),Conserve de Poisson,mercredi,2024-09,A,27,164.0
TIC TAC SPEARMINT,12.0,PC,Epicerie,dimanche,2024-09,D,27,60.0
TIC TAC STRAWBERRY MIX,12.0,PC,Epicerie,dimanche,2024-09,D,27,60.0
TOMATE CERISES,6.2,KG (1 KG),Legumes Frais,mercredi,2024-09,A,27,24.95
TOMATE CONCENTRE 4/4,14.0,PC (1 PC),Epicerie,samedi,2024-09,D,27,24.0
TOMATE FRAICHE,352.85,KG (1 KG),Legumes Frais,mercredi,2024-09,A,27,526.85
TOMATES SECHEES,0.7,PC (1000 GR),Epicerie,samedi,2024-09,B,27,5.0
TOQUE CHEF,1.0,PC (1 PC),Hygiène,mercredi,2024-09,C,27,6.0
VIANDE HACHEE SPECIAL MAIGRE CONGELE KG,52.79,KG,Viandes Surgelées,mardi,2024-09,B,27,128.74
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,6.3,KG (1000 GR),Viandes Fraiches,mercredi,2024-09,A,27,11.0
VINAIGRE 1L,1.0,L (1000 GR),Epicerie,lundi,2024-09,D,27,12.0
AC-SMOOTHIE DETOX,20.0,PC,Jus Fruit Lait,dimanche,2024-09,D,28,20.0
AC-SMOOTHIE EXOTIC,15.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,20.0
AC-SMOOTHIE LE CLASSIQUE,20.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,20.0
AC-SMOOTHIE PEACH'TINI,20.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,20.0
AC-SMOOTHIE TROPIC TRIP,20.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-09,D,28,20.0
AGRAFFE,3.0,PC,Fournitures de Bureau,samedi,2024-09,C,28,11.0
AIL,2.0,KG (1 KG),Legumes Frais,mardi,2024-10,B,28,8.3
AJAX VITRE,16.0,PC (1 PC),Hygiène,samedi,2024-09,A,28,32.0
AMANDE EFFILEE,1.0,PC (1 KG),Fruits Secs,dimanche,2024-09,B,28,4.0
AMANDES GRILEES SALEES 70GR,84.0,PC (1 PC),Fruits Secs,samedi,2024-09,B,28,84.0
AMSTEL BEER BLLE 33CL,360.0,BTL (1 BTL),Alcools,dimanche,2024-09,B,28,432.0
ASEPCLOR,20.0,PC (1 PC),Hygiène,dimanche,2024-09,A,28,60.0
AUBERGINE LEGUME,16.35,KG (1 KG),Legumes Frais,lundi,2024-09,A,28,17.85
BACON BOEUF FUME TRANCHES ( 300GR),3.0,KG (1000 GR),Viandes Fraiches,samedi,2024-09,A,28,6.9
BACON DE DINDE TRANCHES (1 - 1.5 KG),30.0,KG,Charcuterie,samedi,2024-09,B,28,43.0
BANANE,15.0,PC (1 PC),Fruits & Legumes Frais,dimanche,2024-09,A,28,155.0
BASILIC BARQUETTE,4.45,KG (1 KG),Legumes Frais,dimanche,2024-09,A,28,11.05
BEURRE MARGARINE  KG,23.0,PC (1 KG),Beurre Oeuf Fromage,dimanche,2024-09,C,28,40.5
BISCUIT TUC,72.0,PC (1 PC),Epicerie,samedi,2024-09,D,28,120.0
BLOUSE NON TISSEE,20.0,PC (1 KG),Hygiène,dimanche,2024-09,C,28,36.0
BOGA PET 30CL,177.0,PQT (1 PQT),Eaux et Sodas,dimanche,2024-09,B,28,261.0
BOITE FRAPPE CAFE 1.36KG MONIN,1.0,BTE (1360 GR),Pâtisseries,dimanche,2024-09,C,28,6.0
BOITE FRAPPE VANILLE 1.36KG MONIN,3.0,KG,Pâtisseries,dimanche,2024-09,C,28,6.0
BOITE PIZZA 32 cm,200.0,PC (1 PC),Consommable,samedi,2024-10,C,28,200.0
BOITE PIZZA ONDULEE 31/31,50.0,PC (1 PC),Consommable,samedi,2024-10,C,28,200.0
BORGHELL,10.0,KG (1 KG),Epicerie,mercredi,2024-10,C,28,10.0
BOUTEILLE DE VINAIGRETTE 250ML,10.0,PC (250 GR),Epicerie,samedi,2024-09,A,28,16.0
BROCHETTE BAMBOO 20,2.0,SCH (100 PC),Consommable,mardi,2024-10,C,28,14.0
CACAHUETES GRILLEES SALEES 70GR,36.0,PC,Fruits Secs,mercredi,2024-10,C,28,60.0
CAKE CHOCOLAT PBC,8.0,PC (1 PC),Viennoiserie,samedi,2024-09,B,28,88.0
CAKE MARBRE MARGARINE,440.0,PC (1 PC),Pâtisseries,dimanche,2024-09,A,28,561.0
CAKE MARBRE PBC,275.0,PC,Viennoiserie,samedi,2024-09,A,28,363.0
CAPRE VRAC,4.0,KG (1 KG),Legumes Frais,mardi,2024-10,B,28,9.0
CAROTTE,30.35,KG,Legumes Frais,samedi,2024-09,A,28,67.1
CAROTTE CAKE PBC,66.0,PC (1 PC),Viennoiserie,vendredi,2024-10,B,28,330.0
CELTIA FUT DE 50L,4.0,PC (50 L),Alcools,mardi,2024-10,B,28,6.0
CHAMPIGNON FRAIS BARQUETTE,23.0,KG (1 KG),Legumes Frais,samedi,2024-09,A,28,34.5
CHAPLUR,5.0,PC (1 KG),Epicerie,vendredi,2024-10,C,28,16.0
CHEMISE CRAFT,40.0,PC,Fournitures de Bureau,samedi,2024-09,D,28,90.0
CHOCOLAT CHAUD EN POUDRE,2.0,KG (1 KG),Cafe,lundi,2024-10,B,28,7.0
CHOCOLAT EN POUDRE,47.0,PC (0.2 KG),Cafe,samedi,2024-09,A,28,86.0
CHOUX ROUGE,2.85,PC (1 PC),Legumes Frais,lundi,2024-09,A,28,9.6
CHOUX VERT,0.9,KG (1 KG),Legumes Frais,lundi,2024-09,B,28,12.8
CITRON,1.15,KG (1 KG),Legumes Frais,lundi,2024-09,A,28,16.75
CITRON SALLE,21.0,KG (1 KG),Legumes Frais,dimanche,2024-09,B,28,28.0
COCA COLA PET 30CL,180.0,PC (1 PQT),Eaux et Sodas,dimanche,2024-09,B,28,435.0
COCA COLA ZERO 30 CL,72.0,PC (1 PC),Eaux et Sodas,dimanche,2024-09,B,28,148.0
COFFRET CHECHIA AV SEP 16/16,50.0,PC (1 PC),Consommable,samedi,2024-09,C,28,125.0
COFFRET PORTRAIT AV SEP 11.5/11.5,50.0,PC (1 PC),Consommable,samedi,2024-09,C,28,175.0
COFFRET PORTRAIT AV SEP 19.5/19.5,50.0,PC (1 PC),Consommable,samedi,2024-09,C,28,200.0
COFFRET PORTRAIT AV SEP24.5/14.5,50.0,PC (1 PC),Consommable,samedi,2024-09,C,28,150.0
CONCOMBRE,129.4,KG (1 KG),Legumes Frais,samedi,2024-09,A,28,177.692
CONFITURE DE FRAISES 380G,2.0,PC,Conserve de légumes,samedi,2024-09,D,28,3.0
CORNICHON FRAIS,2.0,KG,Legumes Frais,vendredi,2024-10,B,28,12.0
COURGE,40.45,KG (1 KG),Legumes Frais,samedi,2024-09,B,28,47.65
COURGETTE,14.35,KG (1 KG),Legumes Frais,mardi,2024-10,A,28,28.6
COUSCOUS EN PAQUET,14.0,PC (1 PC),Epicerie,jeudi,2024-10,D,28,28.0
CREME A FOUETTER 1LT HOLE,26.0,PC (1 PC),GLACES,lundi,2024-09,C,28,31.0
CREME DE BALSAMIQUE,10.0,BTL (1 ML),Epicerie,samedi,2024-09,D,28,10.0
CREME DE CUISSON,17.0,L (0.95 L),Beurre Oeuf Fromage,mercredi,2024-10,B,28,27.0
CREME SUPERIEUR,12.0,PQT (1 L),Epicerie,samedi,2024-10,D,28,42.0
CREVETTE 26/30 AVEC QUEUE  SURG.,1.0,KG,Poisson Surgelé_R,lundi,2024-10,C,28,4.0
CURCUMIN MOULU,1.0,SCH (1 KG),Epicerie,mardi,2024-10,D,28,2.2
DADDY'S CHIPS CLASSIC SEL DE MER 70G,60.0,PC (1 PC),Epicerie,jeudi,2024-10,A,28,225.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,75.0,PC,Epicerie,samedi,2024-09,B,28,165.0
DADDY'S CHIPS SPICY PAPRIKA 70G,75.0,PC (1 PC),Epicerie,samedi,2024-09,A,28,165.0
DINOL,105.0,BIDON (1 KG),Hygiène,samedi,2024-09,A,28,135.0
EAU MINÉRALE 6L,45.0,BTL (1 PC),Eaux et Sodas,mardi,2024-10,A,28,90.0
EMINCE DE BOEUF PORT. SURGELE,19.325,KG (1000 GR),Viandes Surgelées,samedi,2024-10,A,28,79.49000000000001
EPINARD,3.25,KG (1 KG),Legumes Frais,mardi,2024-10,B,28,12.15
ESCALOPE DE DINDE FRAIS,212.55,KG (1 KG),Volaille Fraiche,samedi,2024-09,D,28,489.5
ESCALOPE POULET FRAIS,75.74000000000001,KG (1 KG),Volaille Surgelée,mardi,2024-10,A,28,503.16
ESCALOPE POULET PANE CONGELE,77.87,KG (1 KG),Volaille Surgelée,samedi,2024-09,A,28,128.91
ESSUIT TOUT JUMBO,123.0,PC (1 KG),Hygiène,samedi,2024-09,A,28,157.0
FANTA PET 30CL,132.0,PC (1 PQT),Eaux et Sodas,dimanche,2024-09,B,28,312.0
FARINE EN PAQUET,170.0,PC (1 KG),Epicerie,samedi,2024-09,A,28,252.0
FESTIFE MIX 100 GR,8.0,PC,Fruits Secs,samedi,2024-10,C,28,32.0
FILM ETIRABLE 725GR,28.0,PC (1 GR),Consommable,samedi,2024-09,A,28,38.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,100.0,SCH (2.5 KG),Legumes Surgelés,dimanche,2024-09,A,28,290.0
FRITE SURGELE WEDGES 2.5 KG,18.0,KG (2.5 KG),Legumes Surgelés,samedi,2024-09,B,28,90.0
FROMAGE BUCHE BLANCHE CHEVRE KG,2.0,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-09,B,28,5.0
FROMAGE CHEDDAR EN BLOC,36.0,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,28,65.0
FROMAGE EDAM MEULE,15.15,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-09,B,28,35.622
FROMAGE GORGONZELA,1.35,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,28,13.0
FROMAGE GOUTA,2.0,KG,Beurre Oeuf Fromage,mercredi,2024-10,C,28,16.0
FROMAGE LAND OR,14.5,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,28,25.4
FROMAGE MAASDAM EN BLOC PB,36.0,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,28,65.5
FROMAGE MEULE GOUDA KG,19.426,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,28,32.932
FROMAGE MOZZARELLA  KG,136.5,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-09,A,28,176.93
FROMAGE PARMESAN PB,2.4,KG (0.2 KG),Beurre Oeuf Fromage,samedi,2024-09,A,28,3.8
GATEAU CHOCOLAT PBC,40.0,PC (1 PC),Viennoiserie,vendredi,2024-10,B,28,100.0
GRENAD,12.25,KG (1 KG),Jus Fruit Lait,samedi,2024-09,B,28,69.1
HARISSA 450G,17.0,BTE,Epicerie,samedi,2024-09,C,28,17.0
HARISSA 5/2,28.0,BOTTE (1 BTE),Epicerie,samedi,2024-09,A,28,53.0
HUILE D'OLIVE POMACE,14.5,L,Epicerie,dimanche,2024-09,B,28,28.5
HUILE VEGETALE,52.0,BIDON (5 L),Epicerie,samedi,2024-09,A,28,67.0
JAMBON DE BOEUF FUME,10.15,KG (1 KG),Charcuterie,mardi,2024-10,A,28,18.1
JAMBON DE DINDE,25.0,PC (1 KG),Charcuterie,samedi,2024-09,A,28,34.15
JEX CARRE,54.0,PC (1 PC),Hygiène,samedi,2024-09,A,28,180.0
JOUR ET NUIT BLANC 1/2,16.0,PC (1 PC),Alcools,dimanche,2024-09,C,28,52.0
JOUR ET NUIT ROSE 1/2,21.0,PC (1 PC),Alcools,dimanche,2024-09,B,28,52.0
JOUR ET NUIT ROUGE 1/2,15.0,PC (1 PC),Alcools,mardi,2024-10,C,28,48.0
JOUR ET NUIT3/4 BLANC,6.0,PC (1 PC),Alcools,mardi,2024-10,C,28,30.0
KETCHUP BIDON 5L,29.0,PC (1 KG),Epicerie,dimanche,2024-09,B,28,35.0
KINDER BUENO,120.0,PC (1 PC),Epicerie,samedi,2024-09,A,28,300.0
KINDER T4,40.0,PC (1 PC),Epicerie,samedi,2024-09,B,28,180.0
LAVETTE COTON,134.0,PC (1 PC),Hygiène,samedi,2024-09,A,28,149.0
LENTILLE VRAC,3.0,PC (1 PC),Legumes Secs,vendredi,2024-10,D,28,3.0
LEVURE BOULANGERE NORMALE,31.0,PC (1 PC),Boulangerie_R,dimanche,2024-09,B,28,34.0
LOT CAFE GRAIN ESPRESSO ELITE 3,61.0,PC (1 KG),Cafe,dimanche,2024-09,A,28,128.0
LOT CAFE GRAINS  PUR EXPRESS,40.0,KG (1 KG),Cafe,lundi,2024-09,A,28,73.0
MAIS EN BOITE,36.0,BTE (340 GR),Epicerie,samedi,2024-09,A,28,92.0
MAIS EN VRAC,4.0,PC (1 KG),Legumes Frais,mardi,2024-10,C,28,9.0
MANGUE,11.0,PC (1 PC),Fruits & Legumes Frais,samedi,2024-09,A,28,39.0
MARINADE EMINCE DE BOEUF 2KG,8.0,KG (1 KG),Epicerie,samedi,2024-09,B,28,10.0
MARINADE POULET GRILLE 2KG PB,24.0,PC (1 KG),Volaille Surgelée,samedi,2024-09,A,28,36.0
MAYO 5L DEJ,22.0,KG (5000 GR),Beurre Oeuf Fromage,samedi,2024-09,A,28,170.0
MELANGE TENDER 2KG PB,8.0,KG (1 KG),Epicerie,samedi,2024-09,B,28,13.0
MELON,10.3,PC (1 KG),Fruits & Legumes Frais,samedi,2024-09,B,28,60.8
MENTHE FRAICHE,11.0,PC,Legumes Frais,lundi,2024-09,B,28,16.0
MENTHE SECHE,1.0,KG (1 KG),Epicerie,lundi,2024-09,D,28,2.0
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,samedi,2024-10,D,28,80.0
MENTOS ROLLS STRAWBERRY,40.0,PC (1 PC),Epicerie,samedi,2024-10,D,28,80.0
MENTOS ROLLS TUTTI FRUTTI,40.0,PC (1 PC),Epicerie,samedi,2024-10,D,28,80.0
MIEL DOUX & FRAIS,6.0,PC (1 PC),Epicerie,samedi,2024-09,C,28,11.0
MIX A CREPE FRANCAISE,60.0,SAC (1 SAC),Pâtisseries,samedi,2024-09,B,28,150.0
MOUTARDE DIJON 840 GR,9.0,BTE (840 GR),Epicerie,samedi,2024-09,B,28,25.0
MOZARELLA BOCCONCINI,23.0,PC (200 GR),Beurre Oeuf Fromage,lundi,2024-09,D,28,23.0
MUFFINS VANILLE,48.0,PC,Viennoiserie,samedi,2024-09,B,28,96.0
NOIX DE CAJOU GRILLES SALEES 65GR,60.0,PC (1 PC),Fruits Secs,mercredi,2024-10,B,28,96.0
NUGGETS PANE PB,50.0,PC (1 PC),Volaille Surgelée,dimanche,2024-10,A,28,275.0
NUTELLA & GO 52 GR,96.0,PC (1 PC),Epicerie,samedi,2024-09,C,28,192.0
OEUFS,67.0,PC (30 PC),Beurre Oeuf Fromage,samedi,2024-09,A,28,83.0
OIGNONS ROUGE,119.4,KG (1 KG),Legumes Frais,samedi,2024-09,A,28,119.4
OLIVE NOIRE SLICE,27.0,KG (1 KG),Legumes Frais,mardi,2024-10,B,28,35.0
PACK FOOD BOWL + COUVERCLE 1.2 L,50.0,PC (1 PC),Consommable,vendredi,2024-10,B,28,175.0
PAILLE NOIR,29.0,PQT (250 PC),Consommable,samedi,2024-09,A,28,39.0
PAIN CHAWARMA *10,79.0,PQT (10 PC),Boulangerie_R,samedi,2024-09,A,28,115.0
PAIN DE MIE CEREALE,52.0,PC (1 PC),Boulangerie_R,mardi,2024-10,B,28,130.0
PAIN DE MIE NATURE,52.0,PC (1 PC),Boulangerie_R,mardi,2024-10,B,28,130.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,450.0,PC (1 PC),Viennoiserie,samedi,2024-09,B,28,1200.0
